Transaction Date,Posting Date,Transaction ID,Merchant,Category,Amount,Card Number
2023-05-26,2023-05-26,TXN1734947,Pizza Hut,Dining,23.31,**** **** **** 4302
2023-05-26,2023-05-26,TXN7681090,Costco,Groceries,467.02,**** **** **** 9444
2023-05-26,2023-05-28,TXN3652149,PG&E,Utilities,229.50,**** **** **** 1981
2023-05-26,2023-05-28,TXN5871470,Etsy,Online Shopping,176.98,**** **** **** 2063
2023-05-27,2023-05-29,TXN4058117,AMC Theaters,Entertainment,234.99,**** **** **** 8840
2023-05-27,2023-05-29,TXN5800144,Walgreens,Healthcare,23.13,**** **** **** 4131
2023-05-28,2023-05-28,TXN3100009,Shell,Gas,319.35,**** **** **** 5496
2023-05-28,2023-05-30,TXN7689354,Etsy,Online Shopping,494.07,**** **** **** 6658
2023-05-29,2023-05-30,TXN7064832,AMC Theaters,Entertainment,356.23,**** **** **** 3852
2023-05-29,2023-05-30,TXN9324908,Walgreens,Healthcare,172.82,**** **** **** 4060
2023-06-01,2023-06-02,TXN9796605,McDonalds,Dining,145.86,**** **** **** 9901
2023-06-04,2023-06-06,TXN9562677,Airbnb,Travel,293.66,**** **** **** 2489
2023-06-05,2023-06-07,TXN6379867,Shell,Gas,408.81,**** **** **** 6224
2023-06-05,2023-06-07,TXN8767916,Delta Airlines,Travel,379.31,**** **** **** 5888
2023-06-06,2023-06-08,TXN1236293,Health Clinic,Healthcare,132.35,**** **** **** 4050
2023-06-07,2023-06-07,TXN2832517,Exxon,Gas,349.60,**** **** **** 3249
2023-06-07,2023-06-07,TXN5105957,Starbucks,Dining,225.99,**** **** **** 1797
2023-06-08,2023-06-09,TXN6041569,AMC Theaters,Entertainment,263.02,**** **** **** 7775
2023-06-09,2023-06-09,TXN1786584,AMC Theaters,Entertainment,340.98,**** **** **** 9120
2023-06-09,2023-06-10,TXN6065810,Uber,Travel,378.11,**** **** **** 6400
2023-06-10,2023-06-12,TXN9037616,McDonalds,Dining,462.38,**** **** **** 5201
2023-06-10,2023-06-12,TXN9978365,Walmart,Groceries,327.89,**** **** **** 4804
2023-06-12,2023-06-14,TXN7849452,Verizon,Utilities,162.77,**** **** **** 7821
2023-06-15,2023-06-15,TXN1968662,CVS Pharmacy,Healthcare,259.06,**** **** **** 8484
2023-06-15,2023-06-16,TXN1540516,Spotify,Entertainment,98.30,**** **** **** 2848
2023-06-16,2023-06-16,TXN6547958,Walgreens,Healthcare,100.44,**** **** **** 2845
2023-06-16,2023-06-16,TXN7976731,Health Clinic,Healthcare,494.47,**** **** **** 7121
2023-06-18,2023-06-19,TXN1050591,Exxon,Gas,15.78,**** **** **** 5169
2023-06-19,2023-06-21,TXN2042273,Costco,Groceries,328.57,**** **** **** 4871
2023-06-19,2023-06-21,TXN8412854,Netflix,Entertainment,167.42,**** **** **** 9525
2023-06-20,2023-06-22,TXN4786141,Delta Airlines,Travel,30.13,**** **** **** 9700
2023-06-20,2023-06-22,TXN7724865,PG&E,Utilities,260.06,**** **** **** 2421
2023-06-21,2023-06-21,TXN2686863,Walmart,Groceries,209.58,**** **** **** 8739
2023-06-21,2023-06-22,TXN6388299,Health Clinic,Healthcare,103.73,**** **** **** 5706
2023-06-21,2023-06-22,TXN9872505,Chipotle,Dining,496.46,**** **** **** 7439
2023-06-22,2023-06-22,TXN1114590,Netflix,Entertainment,241.34,**** **** **** 5064
2023-06-22,2023-06-22,TXN6217344,Walgreens,Healthcare,84.06,**** **** **** 9233
2023-06-22,2023-06-22,TXN7826774,Trader Joes,Groceries,489.07,**** **** **** 3587
2023-06-22,2023-06-24,TXN2310346,Pizza Hut,Dining,266.45,**** **** **** 6927
2023-06-22,2023-06-24,TXN5152562,Verizon,Utilities,192.74,**** **** **** 4762
2023-06-23,2023-06-23,TXN3240912,Chevron,Gas,309.24,**** **** **** 4590
2023-06-23,2023-06-25,TXN5151780,Health Clinic,Healthcare,401.99,**** **** **** 4578
2023-06-24,2023-06-24,TXN1946973,PG&E,Utilities,121.00,**** **** **** 4559
2023-06-24,2023-06-24,TXN2010921,Starbucks,Dining,214.73,**** **** **** 2044
2023-06-24,2023-06-25,TXN3944316,Exxon,Gas,338.83,**** **** **** 4164
2023-06-24,2023-06-26,TXN1609681,Walmart,Groceries,211.85,**** **** **** 3880
2023-06-25,2023-06-27,TXN8525204,PG&E,Utilities,496.46,**** **** **** 7266
2023-06-26,2023-06-28,TXN5037710,Verizon,Utilities,384.20,**** **** **** 1256
2023-06-27,2023-06-28,TXN1628578,CVS Pharmacy,Healthcare,468.62,**** **** **** 5742
2023-06-28,2023-06-29,TXN3231198,Comcast,Utilities,342.95,**** **** **** 9835
2023-06-30,2023-06-30,TXN3272119,CVS Pharmacy,Healthcare,147.11,**** **** **** 3948
2023-06-30,2023-07-02,TXN4391627,Starbucks,Dining,415.24,**** **** **** 9281
2023-07-01,2023-07-02,TXN9742683,PG&E,Utilities,390.69,**** **** **** 4977
2023-07-02,2023-07-02,TXN4009069,Exxon,Gas,283.94,**** **** **** 1539
2023-07-02,2023-07-02,TXN7655572,Comcast,Utilities,420.14,**** **** **** 6580
2023-07-03,2023-07-03,TXN2715158,Chevron,Gas,183.16,**** **** **** 5419
2023-07-03,2023-07-04,TXN1158547,PG&E,Utilities,278.59,**** **** **** 1919
2023-07-04,2023-07-04,TXN7463219,McDonalds,Dining,279.34,**** **** **** 6315
2023-07-05,2023-07-05,TXN5484964,Airbnb,Travel,265.60,**** **** **** 6807
2023-07-05,2023-07-05,TXN7845845,Spotify,Entertainment,227.18,**** **** **** 9395
2023-07-05,2023-07-06,TXN2787627,AMC Theaters,Entertainment,197.86,**** **** **** 6909
2023-07-06,2023-07-08,TXN1813936,Trader Joes,Groceries,21.74,**** **** **** 2217
2023-07-06,2023-07-08,TXN5503118,Comcast,Utilities,73.73,**** **** **** 5933
2023-07-07,2023-07-08,TXN2968239,Shell,Gas,109.84,**** **** **** 4113
2023-07-08,2023-07-09,TXN2437708,PG&E,Utilities,96.94,**** **** **** 7227
2023-07-09,2023-07-10,TXN4018677,Amazon,Online Shopping,466.37,**** **** **** 4273
2023-07-09,2023-07-10,TXN9042900,Walmart,Groceries,98.14,**** **** **** 4555
2023-07-10,2023-07-10,TXN6565503,Airbnb,Travel,418.15,**** **** **** 7375
2023-07-10,2023-07-10,TXN9376888,Uber,Travel,118.86,**** **** **** 5026
2023-07-10,2023-07-10,TXN9797727,Comcast,Utilities,57.97,**** **** **** 2578
2023-07-10,2023-07-11,TXN2654371,Etsy,Online Shopping,441.99,**** **** **** 8635
2023-07-10,2023-07-11,TXN6045519,AMC Theaters,Entertainment,239.39,**** **** **** 4692
2023-07-10,2023-07-11,TXN6354241,Uber,Travel,160.52,**** **** **** 7524
2023-07-10,2023-07-12,TXN7309161,Health Clinic,Healthcare,392.08,**** **** **** 6339
2023-07-13,2023-07-15,TXN6802559,AMC Theaters,Entertainment,363.46,**** **** **** 9204
2023-07-14,2023-07-14,TXN8005797,Airbnb,Travel,77.23,**** **** **** 5272
2023-07-15,2023-07-15,TXN6573679,Spotify,Entertainment,8.35,**** **** **** 7483
2023-07-15,2023-07-15,TXN9192588,Amazon,Online Shopping,74.28,**** **** **** 9954
2023-07-16,2023-07-16,TXN4280754,Ebay,Online Shopping,472.39,**** **** **** 9123
2023-07-16,2023-07-16,TXN6029008,Chipotle,Dining,220.16,**** **** **** 7899
2023-07-18,2023-07-19,TXN9988193,Walmart,Groceries,267.06,**** **** **** 5501
2023-07-18,2023-07-20,TXN6540893,Spotify,Entertainment,125.21,**** **** **** 4331
2023-07-18,2023-07-20,TXN9230828,Ebay,Online Shopping,382.86,**** **** **** 9005
2023-07-20,2023-07-22,TXN9929043,Health Clinic,Healthcare,246.49,**** **** **** 1108
2023-07-21,2023-07-21,TXN1864641,Walgreens,Healthcare,50.77,**** **** **** 4120
2023-07-22,2023-07-24,TXN8356053,Trader Joes,Groceries,233.50,**** **** **** 4434
2023-07-23,2023-07-23,TXN1531577,Exxon,Gas,414.89,**** **** **** 2320
2023-07-23,2023-07-23,TXN2014184,Walmart,Groceries,255.34,**** **** **** 7114
2023-07-23,2023-07-23,TXN2599906,Pizza Hut,Dining,423.44,**** **** **** 6427
2023-07-24,2023-07-25,TXN7654381,Airbnb,Travel,304.18,**** **** **** 4350
2023-07-25,2023-07-25,TXN2140312,Comcast,Utilities,422.06,**** **** **** 4791
2023-07-25,2023-07-26,TXN9230960,Trader Joes,Groceries,140.30,**** **** **** 8381
2023-07-25,2023-07-27,TXN5495824,Shell,Gas,357.99,**** **** **** 2344
2023-07-26,2023-07-27,TXN5080351,McDonalds,Dining,479.85,**** **** **** 8520
2023-07-26,2023-07-27,TXN6080688,Pizza Hut,Dining,338.12,**** **** **** 3280
2023-07-26,2023-07-28,TXN6249960,Walgreens,Healthcare,457.59,**** **** **** 7073
2023-07-27,2023-07-29,TXN3283789,PG&E,Utilities,222.91,**** **** **** 8055
2023-07-28,2023-07-30,TXN7987842,Spotify,Entertainment,457.80,**** **** **** 7761
2023-07-29,2023-07-31,TXN5548220,Walmart,Groceries,109.65,**** **** **** 8790
2023-07-30,2023-07-30,TXN7027375,Ebay,Online Shopping,193.43,**** **** **** 9743
2023-07-30,2023-07-31,TXN2290796,Walmart,Groceries,295.58,**** **** **** 7525
2023-08-02,2023-08-02,TXN8403549,CVS Pharmacy,Healthcare,66.50,**** **** **** 3588
2023-08-02,2023-08-03,TXN8201300,Exxon,Gas,351.22,**** **** **** 4836
2023-08-03,2023-08-04,TXN2834801,Trader Joes,Groceries,61.97,**** **** **** 6620
2023-08-04,2023-08-04,TXN7704473,Amazon,Online Shopping,325.26,**** **** **** 1725
2023-08-04,2023-08-06,TXN1698108,McDonalds,Dining,388.68,**** **** **** 7010
2023-08-04,2023-08-06,TXN4470657,Spotify,Entertainment,159.39,**** **** **** 8460
2023-08-05,2023-08-06,TXN2440404,Costco,Groceries,56.75,**** **** **** 7815
2023-08-06,2023-08-06,TXN4772246,Walmart,Groceries,149.58,**** **** **** 5503
2023-08-06,2023-08-07,TXN3777050,McDonalds,Dining,128.94,**** **** **** 7092
2023-08-07,2023-08-09,TXN3784709,Etsy,Online Shopping,307.08,**** **** **** 8015
2023-08-09,2023-08-10,TXN4975295,Pizza Hut,Dining,433.32,**** **** **** 2923
2023-08-09,2023-08-11,TXN2240929,AMC Theaters,Entertainment,214.45,**** **** **** 7176
2023-08-09,2023-08-11,TXN3453557,AMC Theaters,Entertainment,433.71,**** **** **** 5090
2023-08-09,2023-08-11,TXN5854206,Spotify,Entertainment,489.61,**** **** **** 5794
2023-08-12,2023-08-13,TXN2421902,Health Clinic,Healthcare,90.40,**** **** **** 5873
2023-08-12,2023-08-13,TXN5163551,Amazon,Online Shopping,127.65,**** **** **** 2380
2023-08-12,2023-08-13,TXN9853588,Uber,Travel,61.41,**** **** **** 9019
2023-08-12,2023-08-14,TXN7437584,AMC Theaters,Entertainment,197.29,**** **** **** 3258
2023-08-13,2023-08-13,TXN3753418,Netflix,Entertainment,267.60,**** **** **** 1138
2023-08-14,2023-08-14,TXN3799538,Health Clinic,Healthcare,271.00,**** **** **** 3838
2023-08-15,2023-08-15,TXN6064462,Comcast,Utilities,497.87,**** **** **** 3161
2023-08-15,2023-08-16,TXN8421969,Airbnb,Travel,375.39,**** **** **** 7745
2023-08-15,2023-08-17,TXN8017921,Health Clinic,Healthcare,203.40,**** **** **** 9300
2023-08-16,2023-08-17,TXN1899447,Netflix,Entertainment,160.72,**** **** **** 8389
2023-08-17,2023-08-18,TXN6350413,Ebay,Online Shopping,53.32,**** **** **** 8412
2023-08-17,2023-08-19,TXN8628527,Exxon,Gas,468.49,**** **** **** 7046
2023-08-17,2023-08-19,TXN9396422,Uber,Travel,190.19,**** **** **** 8586
2023-08-18,2023-08-18,TXN2425760,Etsy,Online Shopping,448.27,**** **** **** 9796
2023-08-18,2023-08-19,TXN4127053,CVS Pharmacy,Healthcare,399.89,**** **** **** 4022
2023-08-18,2023-08-19,TXN9569902,Spotify,Entertainment,285.00,**** **** **** 9115
2023-08-18,2023-08-20,TXN1812172,AMC Theaters,Entertainment,426.95,**** **** **** 6631
2023-08-18,2023-08-20,TXN4446807,Exxon,Gas,18.28,**** **** **** 5942
2023-08-19,2023-08-19,TXN3023227,CVS Pharmacy,Healthcare,8.99,**** **** **** 6629
2023-08-19,2023-08-20,TXN1994652,Chipotle,Dining,481.57,**** **** **** 7743
2023-08-19,2023-08-20,TXN5669851,Comcast,Utilities,353.84,**** **** **** 4371
2023-08-20,2023-08-20,TXN9930189,Delta Airlines,Travel,403.69,**** **** **** 6747
2023-08-21,2023-08-21,TXN3226333,Starbucks,Dining,110.64,**** **** **** 2276
2023-08-21,2023-08-22,TXN7758714,PG&E,Utilities,42.38,**** **** **** 2525
2023-08-21,2023-08-22,TXN9199017,Verizon,Utilities,248.40,**** **** **** 8272
2023-08-21,2023-08-23,TXN4654579,Amazon,Online Shopping,398.86,**** **** **** 7516
2023-08-21,2023-08-23,TXN8542617,PG&E,Utilities,19.45,**** **** **** 4232
2023-08-22,2023-08-22,TXN4070977,Amazon,Online Shopping,123.09,**** **** **** 2916
2023-08-22,2023-08-22,TXN6553084,Airbnb,Travel,91.35,**** **** **** 3623
2023-08-23,2023-08-24,TXN5508325,Airbnb,Travel,199.39,**** **** **** 3329
2023-08-24,2023-08-24,TXN3300647,McDonalds,Dining,186.94,**** **** **** 5902
2023-08-24,2023-08-26,TXN8545256,Uber,Travel,438.03,**** **** **** 1528
2023-08-25,2023-08-27,TXN2718262,Health Clinic,Healthcare,113.18,**** **** **** 7965
2023-08-25,2023-08-27,TXN4136665,Starbucks,Dining,400.75,**** **** **** 9796
2023-08-28,2023-08-28,TXN7442986,Starbucks,Dining,74.31,**** **** **** 3017
2023-08-28,2023-08-29,TXN2498726,Spotify,Entertainment,40.06,**** **** **** 7276
2023-08-28,2023-08-29,TXN9479842,Costco,Groceries,72.58,**** **** **** 7290
2023-08-31,2023-09-01,TXN4724560,Comcast,Utilities,10.22,**** **** **** 5239
2023-08-31,2023-09-01,TXN6666591,Uber,Travel,137.93,**** **** **** 5646
2023-08-31,2023-09-01,TXN8691502,Etsy,Online Shopping,6.22,**** **** **** 2526
2023-08-31,2023-09-02,TXN2916496,Etsy,Online Shopping,197.38,**** **** **** 7431
2023-09-01,2023-09-01,TXN7245146,Delta Airlines,Travel,103.08,**** **** **** 7563
2023-09-01,2023-09-02,TXN6620658,Walmart,Groceries,273.06,**** **** **** 1157
2023-09-01,2023-09-03,TXN4442590,Verizon,Utilities,364.97,**** **** **** 2703
2023-09-01,2023-09-03,TXN6816746,AMC Theaters,Entertainment,10.62,**** **** **** 9133
2023-09-02,2023-09-02,TXN2860938,AMC Theaters,Entertainment,353.82,**** **** **** 3320
2023-09-02,2023-09-02,TXN9821696,Chevron,Gas,72.93,**** **** **** 4267
2023-09-02,2023-09-03,TXN1593302,Ebay,Online Shopping,460.51,**** **** **** 3932
2023-09-02,2023-09-03,TXN7626978,Walmart,Groceries,462.45,**** **** **** 8096
2023-09-02,2023-09-03,TXN8174037,CVS Pharmacy,Healthcare,31.98,**** **** **** 1062
2023-09-03,2023-09-03,TXN3055673,CVS Pharmacy,Healthcare,50.53,**** **** **** 6432
2023-09-03,2023-09-03,TXN4607450,Exxon,Gas,349.95,**** **** **** 1660
2023-09-03,2023-09-03,TXN8691649,Airbnb,Travel,209.46,**** **** **** 7102
2023-09-03,2023-09-04,TXN2562037,Spotify,Entertainment,84.65,**** **** **** 2228
2023-09-05,2023-09-05,TXN3025626,Spotify,Entertainment,235.70,**** **** **** 7660
2023-09-05,2023-09-06,TXN3816683,Chipotle,Dining,176.67,**** **** **** 6234
2023-09-06,2023-09-06,TXN1982997,Etsy,Online Shopping,113.41,**** **** **** 5602
2023-09-06,2023-09-06,TXN7866576,McDonalds,Dining,106.75,**** **** **** 4112
2023-09-06,2023-09-08,TXN1543292,Trader Joes,Groceries,474.61,**** **** **** 7415
2023-09-06,2023-09-08,TXN9324603,Etsy,Online Shopping,114.34,**** **** **** 2705
2023-09-07,2023-09-08,TXN7178606,Exxon,Gas,313.25,**** **** **** 8600
2023-09-08,2023-09-10,TXN4681115,Uber,Travel,269.18,**** **** **** 1916
2023-09-08,2023-09-10,TXN5102892,Walmart,Groceries,430.05,**** **** **** 1201
2023-09-08,2023-09-10,TXN5736323,Costco,Groceries,39.12,**** **** **** 8620
2023-09-08,2023-09-10,TXN6565572,Delta Airlines,Travel,265.59,**** **** **** 1011
2023-09-08,2023-09-10,TXN9047769,Costco,Groceries,392.05,**** **** **** 6883
2023-09-09,2023-09-09,TXN3606795,Shell,Gas,258.10,**** **** **** 4329
2023-09-09,2023-09-09,TXN4008898,Amazon,Online Shopping,253.51,**** **** **** 1862
2023-09-10,2023-09-11,TXN6336123,Ebay,Online Shopping,351.86,**** **** **** 6345
2023-09-11,2023-09-12,TXN9173859,Amazon,Online Shopping,488.05,**** **** **** 8157
2023-09-11,2023-09-13,TXN8284673,Health Clinic,Healthcare,20.34,**** **** **** 3703
2023-09-12,2023-09-14,TXN3728923,Comcast,Utilities,415.26,**** **** **** 4695
2023-09-13,2023-09-14,TXN3037647,Delta Airlines,Travel,233.71,**** **** **** 3290
2023-09-13,2023-09-14,TXN7353742,Comcast,Utilities,442.85,**** **** **** 9078
2023-09-15,2023-09-15,TXN2756994,Costco,Groceries,14.94,**** **** **** 5278
2023-09-15,2023-09-16,TXN2828260,Delta Airlines,Travel,472.06,**** **** **** 3230
2023-09-15,2023-09-17,TXN3003921,Costco,Groceries,334.71,**** **** **** 3877
2023-09-16,2023-09-16,TXN4602338,Verizon,Utilities,216.20,**** **** **** 6799
2023-09-16,2023-09-17,TXN9863176,Chipotle,Dining,252.29,**** **** **** 2163
2023-09-16,2023-09-18,TXN2934976,Spotify,Entertainment,82.87,**** **** **** 2685
2023-09-17,2023-09-17,TXN1521470,Chevron,Gas,410.94,**** **** **** 3848
2023-09-17,2023-09-17,TXN5694689,PG&E,Utilities,480.79,**** **** **** 3332
2023-09-17,2023-09-18,TXN3561552,PG&E,Utilities,352.40,**** **** **** 2350
2023-09-17,2023-09-19,TXN2980663,Shell,Gas,189.08,**** **** **** 5403
2023-09-18,2023-09-19,TXN3011815,Uber,Travel,157.61,**** **** **** 5341
2023-09-18,2023-09-19,TXN5537157,Etsy,Online Shopping,253.68,**** **** **** 7363
2023-09-18,2023-09-19,TXN6203780,Verizon,Utilities,318.98,**** **** **** 2083
2023-09-18,2023-09-20,TXN1280001,Spotify,Entertainment,477.45,**** **** **** 2195
2023-09-18,2023-09-20,TXN6367620,Comcast,Utilities,164.29,**** **** **** 7819
2023-09-19,2023-09-19,TXN7676912,Costco,Groceries,111.79,**** **** **** 1990
2023-09-19,2023-09-20,TXN3526084,Airbnb,Travel,450.72,**** **** **** 5016
2023-09-19,2023-09-20,TXN7019382,Amazon,Online Shopping,92.17,**** **** **** 6210
2023-09-19,2023-09-21,TXN4972370,Costco,Groceries,332.91,**** **** **** 3141
2023-09-20,2023-09-22,TXN5015476,Airbnb,Travel,198.92,**** **** **** 1894
2023-09-20,2023-09-22,TXN9036805,Airbnb,Travel,151.08,**** **** **** 7750
2023-09-21,2023-09-21,TXN5186600,Ebay,Online Shopping,10.64,**** **** **** 4435
2023-09-21,2023-09-22,TXN4745298,AMC Theaters,Entertainment,484.53,**** **** **** 6846
2023-09-22,2023-09-24,TXN1365746,McDonalds,Dining,459.13,**** **** **** 2228
2023-09-22,2023-09-24,TXN3136551,Spotify,Entertainment,156.88,**** **** **** 5825
2023-09-23,2023-09-23,TXN1807780,Ebay,Online Shopping,394.57,**** **** **** 1020
2023-09-23,2023-09-24,TXN2945931,Delta Airlines,Travel,126.02,**** **** **** 8118
2023-09-23,2023-09-25,TXN1930113,Pizza Hut,Dining,230.32,**** **** **** 6900
2023-09-23,2023-09-25,TXN2609202,Exxon,Gas,144.35,**** **** **** 4891
2023-09-24,2023-09-24,TXN2255447,Chipotle,Dining,320.42,**** **** **** 7461
2023-09-25,2023-09-25,TXN5411563,Ebay,Online Shopping,139.63,**** **** **** 2046
2023-09-25,2023-09-26,TXN7189439,Amazon,Online Shopping,278.78,**** **** **** 1130
2023-09-26,2023-09-27,TXN2679975,Etsy,Online Shopping,499.80,**** **** **** 3615
2023-09-27,2023-09-28,TXN1942342,Shell,Gas,247.77,**** **** **** 2478
2023-09-27,2023-09-28,TXN7647878,Netflix,Entertainment,357.02,**** **** **** 6828
2023-09-28,2023-09-30,TXN2695038,Amazon,Online Shopping,189.93,**** **** **** 7481
2023-09-29,2023-09-29,TXN7130603,Ebay,Online Shopping,70.33,**** **** **** 7895
2023-09-30,2023-09-30,TXN1581321,Chevron,Gas,225.78,**** **** **** 3435
2023-09-30,2023-10-02,TXN4158036,Trader Joes,Groceries,351.78,**** **** **** 3328
2023-09-30,2023-10-02,TXN6428919,Delta Airlines,Travel,173.68,**** **** **** 3907
2023-10-01,2023-10-02,TXN2647814,Chevron,Gas,143.77,**** **** **** 9054
2023-10-01,2023-10-02,TXN4713654,Walmart,Groceries,427.64,**** **** **** 4511
2023-10-03,2023-10-05,TXN2023137,Etsy,Online Shopping,209.92,**** **** **** 4727
2023-10-04,2023-10-05,TXN2772258,Netflix,Entertainment,285.46,**** **** **** 2641
2023-10-04,2023-10-05,TXN6630978,AMC Theaters,Entertainment,133.03,**** **** **** 3999
2023-10-05,2023-10-07,TXN6361758,Delta Airlines,Travel,403.69,**** **** **** 7620
2023-10-07,2023-10-08,TXN9644791,Health Clinic,Healthcare,434.26,**** **** **** 1920
2023-10-08,2023-10-08,TXN5596579,CVS Pharmacy,Healthcare,459.43,**** **** **** 4262
2023-10-08,2023-10-09,TXN8110298,Exxon,Gas,483.68,**** **** **** 5511
2023-10-09,2023-10-10,TXN1650662,AMC Theaters,Entertainment,306.28,**** **** **** 7581
2023-10-09,2023-10-11,TXN8410774,Verizon,Utilities,324.55,**** **** **** 4079
2023-10-10,2023-10-12,TXN3866088,CVS Pharmacy,Healthcare,53.01,**** **** **** 4390
2023-10-11,2023-10-12,TXN4160157,Ebay,Online Shopping,134.27,**** **** **** 5895
2023-10-12,2023-10-12,TXN5782670,Exxon,Gas,416.28,**** **** **** 2480
2023-10-12,2023-10-13,TXN5059047,Verizon,Utilities,461.92,**** **** **** 1500
2023-10-12,2023-10-13,TXN6867997,CVS Pharmacy,Healthcare,480.46,**** **** **** 8775
2023-10-12,2023-10-13,TXN8377620,Amazon,Online Shopping,225.66,**** **** **** 5313
2023-10-13,2023-10-14,TXN7248518,Delta Airlines,Travel,374.15,**** **** **** 5400
2023-10-13,2023-10-15,TXN3889032,Health Clinic,Healthcare,306.44,**** **** **** 1613
2023-10-15,2023-10-16,TXN2622400,Uber,Travel,284.30,**** **** **** 3476
2023-10-16,2023-10-16,TXN3010177,Pizza Hut,Dining,445.27,**** **** **** 9199
2023-10-16,2023-10-17,TXN4101792,Shell,Gas,322.72,**** **** **** 7349
2023-10-16,2023-10-17,TXN9423864,Pizza Hut,Dining,451.87,**** **** **** 1568
2023-10-17,2023-10-18,TXN5928878,AMC Theaters,Entertainment,438.86,**** **** **** 3967
2023-10-18,2023-10-20,TXN2071008,Chevron,Gas,343.78,**** **** **** 8892
2023-10-19,2023-10-19,TXN5431477,Exxon,Gas,440.67,**** **** **** 7732
2023-10-19,2023-10-21,TXN3900427,Netflix,Entertainment,474.88,**** **** **** 8357
2023-10-21,2023-10-21,TXN1336422,Uber,Travel,327.54,**** **** **** 9409
2023-10-21,2023-10-21,TXN8054359,Uber,Travel,115.55,**** **** **** 6031
2023-10-21,2023-10-22,TXN7668395,Pizza Hut,Dining,422.67,**** **** **** 6052
2023-10-22,2023-10-22,TXN5352450,Trader Joes,Groceries,251.20,**** **** **** 5843
2023-10-22,2023-10-23,TXN6364506,Airbnb,Travel,78.20,**** **** **** 5225
2023-10-22,2023-10-24,TXN7278533,Verizon,Utilities,55.64,**** **** **** 9380
2023-10-24,2023-10-26,TXN7014583,Airbnb,Travel,269.64,**** **** **** 8794
2023-10-25,2023-10-27,TXN1966829,Walmart,Groceries,100.42,**** **** **** 4288
2023-10-26,2023-10-26,TXN3275826,McDonalds,Dining,356.24,**** **** **** 7609
2023-10-26,2023-10-27,TXN2976045,Ebay,Online Shopping,294.86,**** **** **** 8598
2023-10-27,2023-10-28,TXN4953417,Verizon,Utilities,345.10,**** **** **** 8779
2023-10-28,2023-10-28,TXN6383277,Spotify,Entertainment,487.24,**** **** **** 8259
2023-10-28,2023-10-29,TXN8039616,CVS Pharmacy,Healthcare,394.34,**** **** **** 9561
2023-10-28,2023-10-30,TXN1141997,Costco,Groceries,456.20,**** **** **** 3837
2023-10-29,2023-10-30,TXN6069153,Ebay,Online Shopping,129.74,**** **** **** 8646
2023-10-30,2023-10-31,TXN6757387,PG&E,Utilities,369.68,**** **** **** 4111
2023-10-30,2023-11-01,TXN6471499,Starbucks,Dining,197.11,**** **** **** 7510
2023-10-31,2023-10-31,TXN2314805,Delta Airlines,Travel,67.46,**** **** **** 7936
2023-11-01,2023-11-01,TXN5501484,Spotify,Entertainment,181.98,**** **** **** 8171
2023-11-01,2023-11-02,TXN4796108,Delta Airlines,Travel,339.99,**** **** **** 5076
2023-11-01,2023-11-03,TXN4784075,Shell,Gas,312.18,**** **** **** 8259
2023-11-02,2023-11-04,TXN5808610,Walmart,Groceries,137.15,**** **** **** 3636
2023-11-04,2023-11-05,TXN2524974,Comcast,Utilities,280.78,**** **** **** 1002
2023-11-04,2023-11-05,TXN7371160,Health Clinic,Healthcare,340.80,**** **** **** 3969
2023-11-04,2023-11-05,TXN9971338,Costco,Groceries,438.89,**** **** **** 5190
2023-11-06,2023-11-06,TXN9728991,Costco,Groceries,474.49,**** **** **** 8469
2023-11-07,2023-11-07,TXN3983202,Exxon,Gas,175.92,**** **** **** 3173
2023-11-07,2023-11-08,TXN3402902,Verizon,Utilities,446.96,**** **** **** 8496
2023-11-07,2023-11-09,TXN7004931,Uber,Travel,416.59,**** **** **** 4304
2023-11-08,2023-11-08,TXN3835093,Netflix,Entertainment,368.37,**** **** **** 9267
2023-11-09,2023-11-10,TXN3318275,Ebay,Online Shopping,229.16,**** **** **** 3185
2023-11-09,2023-11-10,TXN5874908,Walmart,Groceries,407.52,**** **** **** 1646
2023-11-09,2023-11-11,TXN4616991,Delta Airlines,Travel,64.77,**** **** **** 7437
2023-11-11,2023-11-11,TXN7352484,Ebay,Online Shopping,29.92,**** **** **** 4648
2023-11-11,2023-11-12,TXN1768029,Exxon,Gas,263.38,**** **** **** 2741
2023-11-11,2023-11-13,TXN6258215,Netflix,Entertainment,246.35,**** **** **** 3897
2023-11-12,2023-11-12,TXN7095071,Uber,Travel,169.33,**** **** **** 8751
2023-11-12,2023-11-14,TXN1195368,Comcast,Utilities,420.32,**** **** **** 1894
2023-11-12,2023-11-14,TXN1769891,Ebay,Online Shopping,370.58,**** **** **** 2556
2023-11-13,2023-11-13,TXN2476728,Pizza Hut,Dining,224.87,**** **** **** 8341
2023-11-13,2023-11-14,TXN8075620,Walgreens,Healthcare,418.68,**** **** **** 8835
2023-11-14,2023-11-15,TXN7259602,Comcast,Utilities,23.67,**** **** **** 4267
2023-11-14,2023-11-16,TXN4646403,Exxon,Gas,276.16,**** **** **** 6143
2023-11-14,2023-11-16,TXN8026730,McDonalds,Dining,313.28,**** **** **** 3247
2023-11-15,2023-11-15,TXN3067274,Amazon,Online Shopping,379.79,**** **** **** 1761
2023-11-16,2023-11-16,TXN7767819,AMC Theaters,Entertainment,219.69,**** **** **** 8035
2023-11-16,2023-11-16,TXN9528410,Trader Joes,Groceries,467.98,**** **** **** 8912
